Identifier,Location,Year,Habitat,count,Family,Species,length,a,b,abundance.500m2,biomass.kgha,mass.g,FG.fine,FG.coarse,lat,lon,Management,Island,state
67235,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67236,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67237,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67238,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67239,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67240,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67241,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67242,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67243,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67244,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67245,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67246,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67247,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,9,0.0612,2.635,3.25,1.30,20.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67248,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67249,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67250,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67251,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67252,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67253,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67254,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67255,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67256,Praslin SW Patch,2022,Patch,4,Acanthuridae,Acanthurus nigrofuscus,10,0.0301,2.967,3.25,1.81,27.9,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67257,Praslin SW Patch,2022,Patch,4,Acanthuridae,Acanthurus nigrofuscus,14,0.0301,2.967,3.25,4.92,75.7,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67258,Praslin SW Patch,2022,Patch,4,Chaetodontidae,Chaetodon guttatissimus,12,0.0312,2.953,3.25,3.11,48.0,Mixed-diet Feeder,Mixed-diet Feeder,-4.333943,55.692044,Fished,Praslin,Shifted
67259,Praslin SW Patch,2022,Patch,4,Labridae,Oxycheilinus digramma,15,0.0225,3,3.25,4.93,75.9,Piscivore,Piscivore,-4.333943,55.692044,Fished,Praslin,Shifted
67260,Praslin SW Patch,2022,Patch,4,Labridae,Stethojulis albovittata,12,0.0128,3.077,3.25,1.74,26.8,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67261,Praslin SW Patch,2022,Patch,4,Labridae,Cheilinus trilobatus,14,0.021,2.972,3.25,3.48,53.5,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67262,Praslin SW Patch,2022,Patch,4,Labridae,Hemigymnus fasciatus,8,0.0289,3,3.25,0.96,14.8,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67263,Praslin SW Patch,2022,Patch,4,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67264,Praslin SW Patch,2022,Patch,4,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67265,Praslin SW Patch,2022,Patch,4,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67266,Praslin SW Patch,2022,Patch,4,Serranidae,Epinephelus merra,15,0.0236,2.824,3.25,3.21,49.5,Piscivore,Piscivore,-4.333943,55.692044,Fished,Praslin,Shifted
67267,Praslin SW Patch,2022,Patch,5,Mullidae,Parupeneus ciliatus,26,0.0122,3.188,3.25,25.69,395.6,Invertivore & Piscivore,Mixed-diet Feeder,-4.333943,55.692044,Fished,Praslin,Shifted
67268,Praslin SW Patch,2022,Patch,5,Scaridae,Scarus niger,38,0.0142,3.14,3.25,84.20,1296.6,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67269,Praslin SW Patch,2022,Patch,5,Scaridae,Scarus niger,22,0.0142,3.14,3.25,15.13,233.1,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67270,Praslin SW Patch,2022,Patch,5,Scaridae,Scarus niger,36,0.0142,3.14,3.25,71.05,1094.2,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67271,Praslin SW Patch,2022,Patch,5,Scaridae,Scarus niger,14,0.0142,3.14,3.25,3.66,56.4,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67272,Praslin SW Patch,2022,Patch,5,Scaridae,Chlorurus sordidus,12,0.0182,3.15,3.25,2.96,45.7,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67273,Praslin SW Patch,2022,Patch,5,Scaridae,Chlorurus sordidus,12,0.0182,3.15,3.25,2.96,45.7,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67274,Praslin SW Patch,2022,Patch,5,Scaridae,Chlorurus sordidus,14,0.0182,3.15,3.25,4.82,74.2,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67275,Praslin SW Patch,2022,Patch,5,Zanclidae,Zanclus cornutus,9,0.0172,3.171,3.25,1.19,18.3,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67276,Praslin SW Patch,2022,Patch,5,Zanclidae,Zanclus cornutus,9,0.0172,3.171,3.25,1.19,18.3,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67277,Praslin SW Patch,2022,Patch,5,Zanclidae,Zanclus cornutus,8,0.0172,3.171,3.25,0.82,12.6,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67278,Praslin SW Patch,2022,Patch,5,Serranidae,Cephalopholis argus,46,0.0186,2.987,3.25,111.85,1722.5,Piscivore,Piscivore,-4.333943,55.692044,Fished,Praslin,Shifted
67279,Praslin SW Patch,2022,Patch,5,Chaetodontidae,Chaetodon trifasciatus,12,0.0387,2.894,3.25,3.34,51.4,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67280,Praslin SW Patch,2022,Patch,5,Chaetodontidae,Chaetodon trifasciatus,12,0.0387,2.894,3.25,3.34,51.4,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67281,Praslin SW Patch,2022,Patch,5,Lutjanidae,Lutjanus bohar,25,0.017,3.035,3.25,19.31,297.3,Piscivore,Piscivore,-4.333943,55.692044,Fished,Praslin,Shifted
67282,Praslin SW Patch,2022,Patch,5,Siganidae,Siganus puelloides,25,0.0131,3.088,3.25,17.64,271.7,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67283,Praslin SW Patch,2022,Patch,5,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67284,Praslin SW Patch,2022,Patch,5,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67285,Praslin SW Patch,2022,Patch,5,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67286,Praslin SW Patch,2022,Patch,5,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67287,Praslin SW Patch,2022,Patch,5,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67288,Praslin SW Patch,2022,Patch,5,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67289,Praslin SW Patch,2022,Patch,5,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67290,Praslin SW Patch,2022,Patch,5,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67291,Praslin SW Patch,2022,Patch,5,Labridae,Labroides dimidiatus,10,0.0076,3.105,3.25,0.63,9.7,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67292,Praslin SW Patch,2022,Patch,5,Labridae,Hemigymnus fasciatus,12,0.0289,3,3.25,3.24,49.9,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67293,Praslin SW Patch,2022,Patch,5,Pomacentridae,Ambyglyphidodon leucogaster,8,0.0217,3,3.25,0.72,11.1,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67294,Praslin SW Patch,2022,Patch,5,Pomacentridae,Ambyglyphidodon leucogaster,9,0.0217,3,3.25,1.03,15.8,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67295,Praslin SW Patch,2022,Patch,5,Pomacentridae,Ambyglyphidodon leucogaster,8,0.0217,3,3.25,0.72,11.1,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67297,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67298,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67299,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67300,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67301,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67302,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67303,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67304,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67305,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67306,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67307,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67308,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67309,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67310,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67311,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67312,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67313,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67314,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67315,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67316,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67317,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67318,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67319,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67320,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67321,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67322,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67323,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67324,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67325,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67326,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67327,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67328,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67329,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67330,Praslin SW Patch,2022,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67331,Praslin SW Patch,2022,Patch,5,Acanthuridae,Zebrasoma desjardinii,14,0.0339,2.855,3.25,4.12,63.4,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67332,Praslin SW Patch,2022,Patch,5,Chaetodontidae,Chaetodon guttatissimus,10,0.0312,2.953,3.25,1.82,28.0,Mixed-diet Feeder,Mixed-diet Feeder,-4.333943,55.692044,Fished,Praslin,Shifted
67333,Praslin SW Patch,2022,Patch,5,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67334,Praslin SW Patch,2022,Patch,5,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67335,Praslin SW Patch,2022,Patch,5,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67336,Praslin SW Patch,2022,Patch,5,Chaetodontidae,Chaetodon zanzibariensis,12,0.038,2.921,3.25,3.50,54.0,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67337,Praslin SW Patch,2022,Patch,5,Pomacentridae,Chromis atripectoralis,8,0.0204,3.217,3.25,1.07,16.4,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67338,Praslin SW Patch,2022,Patch,5,Pomacentridae,Chromis atripectoralis,8,0.0204,3.217,3.25,1.07,16.4,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67339,Praslin SW Patch,2022,Patch,5,Pomacentridae,Chromis atripectoralis,8,0.0204,3.217,3.25,1.07,16.4,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67296,Praslin SW Patch,2022,Patch,6,Acanthuridae,Zebrasoma scopas,12,0.04,2.867,3.25,3.23,49.7,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67340,Praslin SW Patch,2022,Patch,6,Scaridae,Scarus niger,22,0.0142,3.14,3.25,15.13,233.1,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67341,Praslin SW Patch,2022,Patch,6,Zanclidae,Zanclus cornutus,13,0.0172,3.171,3.25,3.80,58.6,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67342,Praslin SW Patch,2022,Patch,6,Zanclidae,Zanclus cornutus,14,0.0172,3.171,3.25,4.81,74.1,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67343,Praslin SW Patch,2022,Patch,6,Siganidae,Siganus puelloides,25,0.0131,3.088,3.25,17.64,271.7,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67344,Praslin SW Patch,2022,Patch,6,Siganidae,Siganus puelloides,25,0.0131,3.088,3.25,17.64,271.7,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67345,Praslin SW Patch,2022,Patch,6,Pomacanthidae,Pomacanthus imperator,24,0.0276,3,3.25,24.78,381.5,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67346,Praslin SW Patch,2022,Patch,6,Pomacanthidae,Pomacanthus imperator,26,0.0276,3,3.25,31.50,485.1,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67347,Praslin SW Patch,2022,Patch,6,Scaridae,Chlorurus atrilunula,26,0.0182,3.15,3.25,33.86,521.5,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67348,Praslin SW Patch,2022,Patch,6,Scaridae,Chlorurus atrilunula,14,0.0182,3.15,3.25,4.82,74.2,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67349,Praslin SW Patch,2022,Patch,6,Scaridae,Chlorurus atrilunula,16,0.0182,3.15,3.25,7.34,113.0,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67350,Praslin SW Patch,2022,Patch,6,Lutjanidae,Lutjanus gibbus,29,0.0153,3.091,3.25,32.92,506.9,Invertivore & Piscivore,Mixed-diet Feeder,-4.333943,55.692044,Fished,Praslin,Shifted
67351,Praslin SW Patch,2022,Patch,6,Lutjanidae,Lutjanus gibbus,29,0.0153,3.091,3.25,32.92,506.9,Invertivore & Piscivore,Mixed-diet Feeder,-4.333943,55.692044,Fished,Praslin,Shifted
67352,Praslin SW Patch,2022,Patch,6,Lutjanidae,Lutjanus gibbus,29,0.0153,3.091,3.25,32.92,506.9,Invertivore & Piscivore,Mixed-diet Feeder,-4.333943,55.692044,Fished,Praslin,Shifted
67353,Praslin SW Patch,2022,Patch,6,Lutjanidae,Lutjanus gibbus,29,0.0153,3.091,3.25,32.92,506.9,Invertivore & Piscivore,Mixed-diet Feeder,-4.333943,55.692044,Fished,Praslin,Shifted
67354,Praslin SW Patch,2022,Patch,6,Scaridae,Hipposcarus harid,42,0.0159,3,3.25,76.49,1178.0,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67355,Praslin SW Patch,2022,Patch,6,Lutjanidae,Lutjanus bohar,24,0.017,3.035,3.25,17.06,262.7,Piscivore,Piscivore,-4.333943,55.692044,Fished,Praslin,Shifted
67356,Praslin SW Patch,2022,Patch,6,Acanthuridae,Acanthurus triostegus,14,0.1317,2.392,3.25,4.72,72.6,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67357,Praslin SW Patch,2022,Patch,6,Chaetodontidae,Chaetodon trifasciatus,12,0.0387,2.894,3.25,3.34,51.4,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67358,Praslin SW Patch,2022,Patch,6,Chaetodontidae,Chaetodon trifasciatus,12,0.0387,2.894,3.25,3.34,51.4,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67359,Praslin SW Patch,2022,Patch,6,Scaridae,Scarus rubroviolaceus,20,0.0136,3.109,3.25,9.79,150.8,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67360,Praslin SW Patch,2022,Patch,6,Labridae,Hemigymnus fasciatus,14,0.0289,3,3.25,5.15,79.3,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67361,Praslin SW Patch,2022,Patch,6,Labridae,Hemigymnus fasciatus,17,0.0289,3,3.25,9.22,142.0,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67362,Praslin SW Patch,2022,Patch,6,Labridae,Cheilinus trilobatus,14,0.021,2.972,3.25,3.48,53.5,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67363,Praslin SW Patch,2022,Patch,6,Pomacentridae,Chromis weberi,8,0.0391,3,3.25,1.30,20.0,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
